"CASE","STARTED","EE01","HH01_01","HH01_02","HH01_03","HH01_04","HH01_05","HH01_06","HH01_07","HH01_08","HH01_09","HH01_10","HH01_11","HH01_12","HH01_13","HH01_14","HH01_15","HH01_16","IV01_01","IV01_02","IV01_03","IV01_04","IV01_05","IV01_06","IV01_07","IV01_08","IV01_09","IV01_10","IV01_11","IV01_12","IV01_13","IV01_14","IV01_15","IV01_16","IV01_17","IV01_18","IV01_19","IV01_20","IV01_21","IV01_22","IV01_23","IV01_24","IV01_25","IV01_26","IV01_27","IV01_28","IV01_29","IV01_30","IV01_31","IV01_32","IV01_33","IV01_34","IV01_35","IV01_36","IV01_37","IV01_38","IV01_39","IV01_40","IV01_41","IV01_42","IV01_43","IV01_44","IV01_45","IV01_46","IV01_47","IV01_48","IV01_49","IV01_50","IV01_51","IV01_52","IV01_53","IV01_54","IV01_55","IV01_56","IV01_57","IV01_58","IV01_59","IV01_60","IV01_61","IV01_62","IV01_63","IV01_64","IV01_65","IV01_66","IV01_67","IV02_01","IV02_02","IV02_03","KV01","KV02","KV03","KV04","KV05","KV06","RA01_01","RA01_02","SA01_01","SA02_01","SA03_01","SA04_01","SA05_01","SA06_01","SA07_01","SA08_01","SA09_01","SA10_01","SA11_01","SA12_01","SA13_01","SA14_01","SA15_01","SA16_01","SA17_01","SA18_01","SA19_01","SA20_01","SA21_01","SA22_01","SA23_01","SA24_01","SA25_01","SA26_01","SA27_01","SA28_01","SA29_01","SA30_01","SA31_01","SA32_01","SA33_01","SA34_01","SA35_01","SA36_01","SA37_01","SA38_01","SA39_01","SA40_01","SA41_01","SA42_01","SA43_01","SA44_01","SA45_01","SA46_01","SA47_01","SA48_01","SA49_01","SA50_01","SA51_01","SA52_01","SA53_01","SA54_01","SA55_01","SA56_01","SA57_01","SA58_01","SA59_01","SA60_01","SA61_01","SA62_01","SA63_01","SA64_01","SA65_01","SA66_01","SA67_01","SV01","SV02","SV03","SV04","SV05","SV06","SV07","SV08","SV09","SV10","SV11","SV12","SV13","SV14","SV15","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME011","TIME012","TIME014","TIME015","TIME017","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","TIME026","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","TIME044","TIME045","TIME046","TIME047","TIME048","TIME049","TIME050","TIME051","TIME052","TIME053","TIME054","TIME055","TIME056","TIME057","TIME058","TIME059","TIME060","TIME061","TIME062","TIME063","TIME064","TIME065","TIME066","TIME067","TIME068","TIME069","TIME070","TIME071","TIME072","TIME073","TIME074","TIME075","TIME076","TIME077","TIME078","TIME079","TIME080","TIME081","TIME082","TIME083","TIME084","TIME085","TIME086","TIME087","TIME_SUM","LASTDATA","LASTPAGE","MISSING","MISSREL","TIME_RSI"
761,"04.12.2023 13:57",1,4,3,4,3,4,3,2,4,3,4,1,2,4,3,2,2,2,52,23,36,9,12,5,34,54,10,3,17,58,4,7,19,60,20,38,50,45,1,61,66,15,56,59,31,30,57,67,22,64,51,41,35,62,53,63,24,37,40,16,27,6,33,48,11,55,47,39,44,21,29,14,49,46,32,43,65,18,28,8,25,26,13,42,0,2,0,57,2,3,2,2,1,7,7,8,9,6,6,13,5,14,11,23,15,14,6,100,101,91,78,92,86,76,31,79,97,19,8,50,25,11,7,25,13,2,11,14,76,92,97,93,86,101,93,78,19,28,5,5,84,81,99,95,88,86,100,98,86,50,26,11,3,77,96,101,101,98,99,99,99,100,1,9,9,8,1,1,2,9,1,7,7,9,8,1,3,6,32,6,140,237,40,379,32,27,97,180,2,34,2,8,10,8,5,6,7,14,8,7,19,12,20,6,11,34,15,7,8,9,5,9,34,11,6,25,14,9,10,6,7,13,9,11,7,10,8,6,10,4,10,7,7,16,5,39,12,7,5,6,6,10,6,7,10,40,5,4,7,7,6,6,8,8,9,11,7,12,44,27,1962,"04.12.2023 14:30",87,1,0,0.81
762,"04.12.2023 18:22",1,3,5,4,5,4,1,1,4,2,2,2,1,4,4,1,2,57,35,42,5,44,28,66,24,33,23,55,3,13,31,54,51,36,59,14,4,8,6,17,46,1,2,38,29,22,25,50,45,30,64,63,37,21,65,10,49,7,56,43,67,34,53,27,52,11,60,40,48,16,9,32,26,41,15,12,18,62,47,19,20,39,61,58,0,1,0,51,2,6,1,2,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,101,1,1,1,52,1,1,1,101,1,1,1,88,101,1,1,1,1,1,1,101,1,101,50,1,1,101,101,101,1,1,1,1,1,101,101,100,51,1,101,101,101,49,1,51,1,1,1,101,101,101,49,101,101,101,5,9,6,6,3,3,4,9,1,3,7,9,8,1,7,159,40,106,70,116,20,175,57,113,75,121,25,22,79,4,6,4,12,6,5,4,3,4,4,4,20,5,6,5,6,4,4,6,9,8,13,6,4,30,16,4,5,5,6,6,4,4,5,4,5,8,4,5,5,6,5,4,6,5,6,7,15,6,4,5,4,5,5,5,4,11,5,5,5,4,6,6,6,4,4,7,27,77,1705,"04.12.2023 18:50",87,1,0,1.03
763,"04.12.2023 18:44",1,4,2,2,4,2,4,2,3,2,3,1,2,2,3,3,2,7,21,33,9,36,64,34,63,60,25,53,22,29,6,28,65,30,32,56,24,23,10,41,42,12,2,51,38,57,44,31,67,26,20,15,52,16,61,1,45,50,14,62,40,8,18,54,66,4,17,27,47,5,35,46,55,39,48,13,37,3,49,11,59,19,58,43,1,0,0,23,1,4,2,2,1,4,7,101,74,1,1,101,101,1,1,68,68,14,1,101,101,101,101,101,101,101,101,101,101,101,101,53,11,10,1,101,1,11,1,30,91,101,101,101,101,101,101,96,81,9,1,1,77,64,101,101,101,101,101,101,92,48,2,1,1,76,101,101,101,101,101,101,101,101,1,9,9,6,4,9,5,9,1,7,6,9,5,3,3,11,21,122,130,138,18,160,28,53,70,17,23,14,40,18,24,16,7,19,11,10,6,18,24,15,6,3,4,3,8,2,3,3,5,3,6,12,9,10,23,12,22,5,11,9,6,15,26,5,11,4,4,12,4,6,16,9,8,7,7,14,3,5,3,4,5,10,23,8,8,7,6,8,13,15,5,9,9,3,4,6,26,27,1533,"04.12.2023 19:10",87,1,0,0.9
765,"04.12.2023 21:14",1,1,5,2,5,2,1,3,5,1,2,1,1,1,4,1,2,48,42,29,1,5,2,41,30,40,10,64,24,50,9,36,7,4,14,38,65,18,46,59,67,45,47,52,8,56,39,27,28,32,63,54,19,44,23,17,31,62,13,20,55,25,16,6,53,57,21,35,12,61,58,22,43,34,33,60,26,66,37,11,51,3,49,15,0,0,0,19,2,4,1,1,1,9,10,1,11,2,6,7,1,1,8,16,8,15,10,101,92,76,6,99,98,16,17,98,2,6,3,50,51,2,1,89,16,5,13,64,88,98,101,96,93,83,86,79,16,14,3,19,81,83,99,83,101,85,74,89,96,52,17,1,1,83,87,5,99,89,99,96,101,96,1,9,9,9,1,1,1,9,1,1,9,9,9,1,8,8,20,34,62,57,9,127,67,7,40,35,5,28,33,8,4,3,14,7,6,9,4,9,5,4,6,6,6,13,13,12,9,8,6,7,8,5,5,7,5,7,6,7,4,4,4,8,4,4,4,5,4,6,10,4,9,5,4,5,11,5,4,9,5,10,6,5,12,12,3,7,5,4,6,3,6,7,4,5,8,6,88,24,1080,"04.12.2023 21:32",87,0,0,1.11
767,"05.12.2023 11:47",1,2,3,4,5,3,3,2,4,2,2,1,2,2,2,1,1,57,10,27,12,3,14,34,39,42,37,32,36,56,20,13,31,47,59,54,60,1,8,28,55,6,63,38,21,52,51,62,50,45,11,41,18,35,17,66,49,67,19,53,2,15,7,24,33,58,46,9,23,4,48,40,64,65,25,29,61,43,26,16,44,5,30,22,0,0,0,22,2,6,2,2,1,4,3,5,13,8,1,26,12,17,3,24,14,12,2,89,79,85,80,73,92,87,96,84,63,97,16,53,6,22,16,17,22,5,1,25,86,89,91,80,71,90,64,78,63,74,11,3,63,50,78,97,94,99,85,101,64,49,19,8,5,83,101,100,97,55,101,100,91,88,5,9,9,6,1,1,1,9,1,1,9,9,9,1,9,221,17,30,87,24,7,88,3510,10,26,15,12,23,25,8,4,5,6,13,3,8,3,5,3,4,3,5,4,5,4,5,5,5,4,10,8,3,7,3,6,4,6,4,4,4,10,4,5,4,4,6,7,6,5,7,6,4,7,4,13,7,3,4,6,11,10,9,5,5,7,5,4,10,7,6,5,6,4,6,4,4,16,21,836,"05.12.2023 13:03",87,1,0,1.25
768,"05.12.2023 14:17",1,2,4,2,2,2,4,2,4,2,2,1,2,2,3,2,2,33,47,2,60,4,51,14,22,58,24,19,29,12,38,65,31,28,63,41,21,46,66,30,6,35,48,56,23,18,40,20,53,13,3,55,37,57,50,9,11,64,8,26,25,62,49,44,36,59,34,5,17,10,61,15,45,16,39,7,42,67,27,32,52,43,1,54,0,4,16,57,1,5,2,2,1,9,8,4,1,101,3,6,2,3,1,4,2,5,2,101,99,101,101,101,101,101,101,101,101,100,100,101,100,49,1,7,3,100,2,1,4,50,101,52,1,99,97,100,3,1,3,2,1,1,101,101,99,101,96,98,101,6,5,4,1,3,2,101,101,98,52,101,95,51,9,9,9,9,1,1,1,9,1,1,9,9,9,1,9,26,38,31,149,59,9,180,35,45,20,420,3,239,8,4,4,17,4,5,3,6,4,7,5,6,4,3,4,4,4,3,5,3,7,4,5,4,5,4,5,5,6,4,4,4,4,5,8,4,3,3,6,7,4,5,8,3,4,3,3,4,4,4,4,9,4,5,5,4,3,10,3,4,4,3,5,4,7,4,90,4,18,21,1008,"05.12.2023 14:46",87,1,0,1.34
771,"06.12.2023 12:08",1,2,2,1,1,2,3,3,3,1,2,3,4,4,2,3,3,8,57,7,23,52,61,46,15,16,53,50,63,44,65,12,3,51,62,18,59,31,35,29,58,10,6,20,17,24,55,2,37,26,33,11,54,21,1,47,66,38,49,25,45,41,9,43,28,56,19,5,27,42,22,39,48,67,34,30,13,64,60,14,32,40,36,4,0,0,1,27,2,7,2,2,1,2,5,1,1,1,1,77,1,100,1,68,81,1,1,101,101,80,51,101,101,88,1,101,101,101,1,52,1,51,52,18,1,101,1,77,66,101,101,90,101,101,101,65,1,15,2,1,34,63,101,101,101,101,101,101,53,51,32,16,2,50,51,101,101,101,101,101,101,101,1,9,9,9,1,1,1,9,1,2,9,9,9,1,9,6,25,22236,93,70,51,140,47,48,54,18,14,30,74,7,9,28,8,23,6,15,13,9,12,11,6,6,7,37,32,13,7,10,8,6,12,4,12,16,9,9,10,11,9,15,9,42,30,17,7,12,59652,28,6,11,13,34,9,5,31,9,5,5,9,15,8,8,7,6,8,9,6,11,19,7,5,13,13,6,7,17,59,60,1689,"07.12.2023 11:19",87,0,0,0.66
772,"06.12.2023 12:32",1,3,1,2,5,2,1,1,2,1,5,1,4,4,1,1,4,60,21,11,51,61,25,35,10,39,58,29,49,40,34,3,2,45,57,36,66,31,59,56,37,27,14,63,26,4,32,28,64,1,17,18,13,12,53,33,38,9,52,7,42,41,65,55,20,44,22,8,6,62,16,46,24,5,19,23,30,48,54,15,43,67,47,50,30,32,110,31,1,5,2,2,1,11,2,75,37,56,85,77,50,53,55,43,86,49,50,69,31,36,51,75,77,50,80,38,78,81,47,60,48,77,55,12,38,33,72,46,27,22,39,43,80,56,39,47,75,53,55,35,85,49,62,53,29,33,53,74,73,55,20,101,46,17,47,53,99,42,50,82,64,31,1,8,1,1,9,8,9,1,9,9,1,1,1,9,1,14,23,37,66,27,5,149,3,118,3,84974,5,387,7,3,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,2,1,1,4,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,3,2,2,2,2,1,1,1,2,1,3,2,2,1,2,2,2,13,8,635,"07.12.2023 12:25",87,1,0,2.62
773,"06.12.2023 13:15",1,4,1,1,3,2,1,4,3,3,2,4,3,2,1,5,3,62,60,56,23,9,16,11,8,42,10,19,25,48,30,51,28,58,40,34,43,64,21,65,33,27,31,47,5,37,63,52,66,20,17,18,24,46,39,44,15,32,7,67,29,22,53,59,4,38,55,2,49,41,13,12,26,61,45,57,1,35,36,6,3,14,54,50,0,0,0,22,2,6,2,2,1,4,5,18,1,1,2,3,14,3,32,3,30,22,27,101,14,99,69,101,100,71,1,101,67,101,1,50,52,1,14,19,1,1,1,38,44,86,101,97,97,99,72,52,50,89,22,1,25,87,100,83,101,101,101,101,101,49,3,1,1,101,53,101,101,101,101,97,101,101,1,9,9,9,1,1,1,9,1,1,9,9,9,1,9,16,109,41,24,24,4,1977,25,18,13,39,8,30,57,8,205,8,9,12,6,32,8882,11,7,5,6,7,10,7,28,7,6,6,20,4,3,4,10,5,7,7,22,10,10,5,4,16,17,16,7,3,7,5,9,8,16,6,11,5,11,7,7,7,7,29,3,4,44,12,10,4,4,6,29,5,804,37,18,31,8,7,11,29,1228,"06.12.2023 16:52",87,1,0,0.91
778,"06.12.2023 17:15",1,4,1,4,4,2,2,2,5,2,5,3,1,4,1,3,2,28,52,43,53,8,67,38,25,62,18,32,31,40,1,45,66,59,65,50,61,14,24,64,36,11,9,57,26,27,6,63,23,2,42,15,47,13,12,16,3,55,17,60,10,33,49,21,56,22,44,37,19,30,46,20,7,4,51,29,41,39,48,35,54,5,58,34,0,1,0,22,2,4,1,1,1,4,2,51,17,11,11,72,50,15,14,85,81,51,18,101,31,83,89,101,86,81,88,101,77,21,22,52,49,52,78,50,27,17,25,83,71,78,101,78,72,77,88,52,50,20,22,16,83,77,85,83,101,78,86,75,50,50,1,27,1,88,101,13,85,79,101,64,80,49,1,9,9,1,5,9,6,5,4,7,5,1,9,3,2,4078,44,33,61,80,7,164,37,9,122,128,7,14,36,5,6,8,6,7,5,7,10,8,6,5,6,6,14,12,6,5,4,5,8,6,7,8,8,10,13,6,18,8,12,4,7,13,9,9,5,7,13,18,14,4,6,6,11,6,28,4,6,7,4,7,9,6,8,18,7,7,4,8,10,10,9,6,6,20,6,4,36,35,1392,"06.12.2023 18:46",87,1,0,0.9
784,"06.12.2023 17:15",1,4,1,2,5,4,2,3,5,2,5,1,1,5,1,1,2,14,24,8,34,44,42,59,45,51,28,63,5,65,10,25,46,7,36,60,11,47,21,55,13,41,23,27,64,53,9,17,26,56,37,6,67,39,29,32,58,50,61,33,62,19,43,57,2,52,15,16,49,20,48,4,30,31,22,66,12,38,35,1,18,40,3,54,0,0,1,19,2,4,1,2,1,4,3,15,97,94,1,1,1,14,1,101,98,12,16,93,101,101,1,94,101,91,1,101,92,101,6,101,1,1,99,1,5,4,1,5,98,89,94,101,101,101,99,101,8,1,5,1,1,99,12,100,95,87,94,93,101,51,1,1,1,1,94,101,101,87,101,101,90,95,1,9,9,6,5,9,6,9,1,7,5,9,5,3,9,7,72,1149,91,97,12,198,256,13,1610,17,16,14,57,6,8,14,4,2,6,3,2,4,4,7,10,3,4,3,1,6,2,2,5,3,3,1,7,2,12,3,2,3,8,3,6,3,3,18,5,2,4,9,1,2,3,5,4,7,4,4,24,2,5,7,3,3,82,16,3,4,5,4,10,1,38,20,3,2,5,2,37,38,1178,"06.12.2023 18:24",87,1,0,1.48
786,"06.12.2023 17:15",1,4,4,3,5,1,4,3,4,3,2,2,1,3,4,2,2,13,3,51,36,55,19,30,45,18,39,34,42,58,14,46,48,6,2,9,41,15,16,61,1,37,64,4,12,11,23,38,32,62,67,40,17,65,29,53,47,35,66,21,50,56,28,20,52,31,24,10,43,44,8,25,57,49,33,5,27,7,60,26,22,54,63,59,0,0,0,20,2,4,1,2,1,6,5,10,11,11,21,31,17,27,13,62,78,63,86,101,101,101,101,101,101,101,101,101,101,101,101,101,101,87,101,13,9,24,24,19,21,101,101,101,101,101,101,101,1,11,13,23,10,1,101,101,101,101,101,101,101,1,1,1,1,1,1,101,101,101,50,101,101,101,1,9,9,5,5,9,5,5,3,5,5,9,5,1,4,34,54,1360,299,113,1171,216,185,22,409812,98,17,21,67,5,16,10,5,19,8,8,17,12,4,9,9,3,3,3,3,4,11,2,2,3,2,2,22,2,2,13,3,8,6,9,3,4,2,4,3,2,2,1,6,4,4,7,8,3,6,10,2,2,2,3,2,4,3,3,3,5,4,5,6,4,5,3,5,4,2,3,30,31,1681,"11.12.2023 12:14",87,1,0,1.37
787,"06.12.2023 17:15",1,2,1,3,5,3,1,3,5,3,5,1,1,3,1,1,1,10,24,55,7,64,58,60,54,41,32,21,66,65,6,61,62,29,25,42,43,52,49,40,1,8,12,9,35,5,48,3,51,37,45,28,18,47,33,14,11,27,16,31,4,2,17,56,67,63,53,36,39,59,50,15,30,22,23,46,34,19,44,38,13,57,26,20,0,0,1,19,2,4,1,2,1,3,1,74,86,80,101,85,83,91,88,95,101,92,81,101,101,101,101,53,92,92,92,54,89,90,101,48,86,83,92,96,74,85,86,86,89,93,49,92,91,85,101,89,81,69,89,30,78,94,101,101,49,94,92,101,92,53,52,50,52,53,50,86,91,94,51,101,87,91,1,9,9,4,3,9,6,5,4,7,5,9,5,3,2,55,51,2814,119,72,10,429,24,18,23,27,7,19,18,14,8,8,8,5,6,4,3,2,4,5,5,2,6,114,3,3,5,3,2,16,5,3,30,23,8,16,4,8,5,11,5,6,4,3,5,3,6,7,14,4,13,158,15,20,8,4,2,3,4,5,3,3,3,5,3,2,4,3,4,10,5,5,6,5,7,3,32,38,1450,"06.12.2023 18:30",87,1,0,1.22
790,"06.12.2023 17:15",1,4,5,3,5,2,3,3,4,4,3,2,1,3,3,2,2,56,21,44,8,1,12,60,63,58,43,31,25,32,24,17,40,48,38,41,27,65,5,29,54,49,23,51,28,4,52,59,47,62,13,2,45,20,46,30,35,53,11,3,61,14,22,50,18,39,36,33,57,34,67,55,6,9,64,7,26,37,42,19,66,15,10,16,0,0,0,25,2,4,1,2,1,6,4,3,11,6,3,101,8,1,7,96,11,4,2,99,94,9,101,101,101,1,11,92,96,8,101,101,2,101,14,97,101,1,8,91,1,98,99,101,100,95,97,98,8,3,3,1,96,98,97,93,92,100,92,101,94,1,4,1,1,7,93,101,101,95,88,101,99,101,1,9,9,4,5,9,6,5,4,7,5,9,5,3,4,7,109,1248,63,358,9,121,1946,16,30,17,11,15,29,13,7,5,8,10,329,6,4,4,6,7,7,7,15,8,15,7,9,6,4,7,4,6,4,27,6,5,4,9,8,7,7,4,11,5,5,6,13,7,7,7,12,5,4,6,26,13,4,5,5,6,3,5,4,3,5,3,3,5,6,5,5,17,5,10,5,7,29,28,1437,"06.12.2023 18:36",87,1,0,1
794,"06.12.2023 17:15",1,4,3,4,4,3,2,2,4,3,3,2,2,4,2,3,2,67,50,31,29,34,55,22,62,66,28,39,59,4,13,61,25,40,20,57,32,1,11,44,17,58,41,5,49,33,53,21,48,24,65,56,16,30,60,35,8,47,12,23,54,7,27,3,10,43,26,63,6,52,45,38,42,37,9,51,15,64,19,14,46,18,2,36,0,1,0,19,2,4,1,2,1,3,4,98,11,6,12,101,11,10,11,4,6,5,11,83,80,97,99,94,83,95,101,68,101,91,87,92,92,75,101,4,8,9,8,11,8,10,80,93,101,101,94,95,8,7,5,1,9,83,101,95,86,98,84,101,91,8,10,14,101,3,88,93,79,74,96,81,91,101,1,8,8,6,3,6,4,9,1,5,6,9,7,2,6,92,12,1842,64,1017,3,333,371,31,6,104,3,39,5,2,3,2,3,2,5,2,2,2,97,3,2,4,2,2,78,2,2,2,3,20,2,1,2,1,2,4,53,2,1,3,2,2,2,2,1,2,4,2,3,13,2,3,2,6,13,13,2,2,3,1,2,2,2,1,2,3,2,2,3,1,2,2,2,2,9,2,33,50,1181,"06.12.2023 18:29",87,1,0,2.06
803,"06.12.2023 17:16",1,4,2,4,5,2,3,3,4,2,4,2,1,2,4,2,3,39,48,3,24,1,35,33,57,56,10,53,13,55,16,47,4,43,58,38,29,7,52,50,22,67,40,37,31,15,21,17,51,26,63,2,36,45,25,59,64,49,19,34,32,27,23,42,6,65,11,60,41,14,28,9,18,8,62,61,30,12,44,54,46,66,20,5,0,1,0,20,2,4,1,2,1,5,4,64,33,1,23,101,48,80,28,79,85,82,21,68,81,87,101,81,87,91,78,90,83,78,81,52,62,73,76,41,63,36,22,55,67,101,96,81,86,66,74,21,50,39,16,11,59,82,101,70,98,83,68,59,26,49,27,28,13,62,89,51,92,74,79,36,74,32,1,8,9,4,5,9,6,5,4,7,5,8,5,3,2,3883,22,74,149,163,12,153,25,11,57,43,11,10,41,7,10,9,12,32,9,11,10,4,9,18,13,9,27,13,6,9,5,9,8,9,10,6,11,9,27,21,8,13,12,12,8,23,11,19,7,11,12,9,5,12,15,6,11,10,9,12,19,10,10,4,15,13,7,8,10,19,9,9,16,31,11,11,10,16,8,19,17,31,1614,"06.12.2023 18:47",87,1,0,0.68
804,"06.12.2023 17:16",1,2,1,4,5,3,2,1,5,3,4,1,1,5,2,1,1,32,42,28,4,64,19,13,27,6,21,29,14,66,18,62,44,37,26,56,31,36,25,23,60,59,15,20,67,43,33,48,22,52,30,5,9,65,53,50,51,57,55,1,49,16,10,38,54,24,45,47,11,3,61,40,7,63,34,58,8,35,17,41,39,2,46,12,0,0,0,21,3,4,1,1,1,7,4,11,10,20,23,75,13,25,9,77,91,16,10,82,91,74,89,87,83,86,85,89,89,9,86,90,19,86,83,14,16,17,9,17,84,80,85,77,87,84,88,91,18,29,24,5,85,85,87,91,101,92,88,76,39,50,19,23,1,10,93,91,89,85,98,82,59,6,1,8,9,4,5,9,6,5,4,7,5,8,5,3,2,362,24,60088,140,88,12,181,27,16,25,35,10,17,33,3,2,5,10,4,7,8,3,4,10,2,4,2,2,7,5,1,1,2,3,3,3,4,4,2,4,5,5,8,2,6,3,2,4,5,4,2,2,3,2,5,3,27,35,4,8,4,2,3,5,7,2,7,6,4,9,2,4,3,6,2,2,3,2,10,9,6,22,132,1186,"07.12.2023 10:21",87,1,0,1.54
805,"06.12.2023 17:16",1,4,1,2,5,2,1,1,5,3,4,1,1,4,1,1,1,22,31,25,6,34,48,60,11,29,16,40,35,21,37,12,27,53,9,39,28,17,42,55,51,49,20,44,1,24,63,61,30,36,54,7,65,15,43,62,57,23,47,41,52,58,3,50,64,46,67,2,4,56,32,18,5,14,33,10,19,45,8,38,66,13,59,26,0,0,0,20,2,4,1,2,1,4,2,76,12,10,22,83,18,21,12,84,86,14,6,90,89,74,79,13,78,12,78,11,18,20,14,47,14,14,96,17,15,14,16,10,83,90,77,86,12,85,81,10,22,17,22,18,91,82,84,85,76,96,88,29,15,84,14,11,87,24,81,85,79,89,73,77,76,85,8,9,9,8,1,1,6,5,4,5,5,8,5,4,2,38,22,83,58,143,10,130,59,12,49,41,29,15,44,5,3,4,12,7,13,33,5,3,9,19,21,5,28,10,5,8,6,14,16,4,22,9,18,16,7,12,21,4,35,15,4,17,8,42,16,4,9,13,11,3,21,26,7,83,13,11,5,14,10,9,17,9,8,4,12,9,9,8,4,6,79,6,7,6,26,2,71,25,1567,"06.12.2023 17:45",87,0,0,0.8
810,"06.12.2023 17:16",1,3,2,4,4,2,4,2,4,2,5,3,2,4,4,3,2,40,6,45,35,10,34,12,7,30,47,55,19,9,46,48,57,44,56,3,65,2,8,21,16,49,24,50,38,53,37,66,54,29,11,64,42,4,27,14,67,31,36,25,23,58,39,52,15,59,17,51,22,5,1,62,28,26,13,60,61,20,43,18,63,32,33,41,0,0,0,19,1,4,1,2,1,5,6,1,1,1,1,1,1,1,1,101,1,1,1,101,101,101,101,101,101,99,101,1,101,101,101,101,98,1,1,1,1,1,1,96,48,101,101,101,101,101,101,101,1,1,1,1,101,101,101,101,101,101,101,101,1,101,1,1,1,98,101,101,101,101,101,101,101,101,1,9,9,6,1,1,1,9,1,1,9,9,9,1,9,168,25,51,68,44,7,286,94,30,293,27,27,19,209,9,38,2,3,18,8,105,12,3,3,4,16,6,3,7,9,3,6,27,28,11,4,10,21,8,13,4,18,9,3,12,3,2,18,3,8,8,3,102,4,15,6,33,5,6,22,14,8,3,9,12,9,19,83,13,4,5,4,5,4,17,4,17,13,4,4,5,46,61,2067,"06.12.2023 17:55",87,0,0,0.92
824,"06.12.2023 17:16",1,4,2,1,2,2,1,2,4,4,4,3,1,5,1,4,5,47,59,13,63,62,44,39,58,9,25,35,31,16,61,21,11,40,34,18,36,66,60,67,53,1,2,32,22,28,30,55,64,43,33,8,41,37,27,4,7,5,56,3,45,57,38,50,17,19,24,42,54,46,10,15,23,29,6,14,12,26,51,49,52,48,65,20,1,1,0,18,2,4,1,1,1,5,3,74,19,26,1,20,80,9,20,1,71,20,1,101,101,101,101,101,101,101,101,101,101,101,101,19,1,52,49,49,79,15,1,79,78,101,101,101,101,101,101,101,49,24,20,1,25,74,101,101,101,101,101,101,101,50,50,51,1,50,50,101,101,101,101,101,100,101,1,9,9,4,3,5,3,5,4,6,5,9,5,1,1,80,34,2195,244,83,7,173,26,71,101,41,11,10,37,7,10,14,9,16,8,10,13,3,6,14,2,3,2,2,5,3,7,2,5,3,3,2,6,24,10,4,4,8,4,5,6,7,4,3,3,2,5,6,3,3,6,12,7,14,8,4,3,3,3,2,3,5,3,4,6,3,8,6,10,7,4,3,6,5,3,2,20,18,1420,"06.12.2023 18:15",87,1,0,1.29
827,"06.12.2023 17:16",1,2,1,2,5,3,2,2,4,2,5,2,2,4,2,3,2,15,67,57,22,42,26,46,58,35,44,66,28,6,47,51,21,13,48,32,14,29,31,45,4,27,55,9,60,59,20,30,64,24,7,1,12,39,5,52,8,18,50,56,17,49,2,10,23,63,11,25,37,34,62,16,54,61,33,53,40,38,19,43,65,3,41,36,0,0,0,18,2,4,1,2,1,2,4,1,1,1,101,72,8,1,1,85,71,1,101,101,95,81,65,88,66,49,63,101,50,57,8,51,12,1,1,1,1,1,1,50,82,101,101,84,81,101,80,101,1,7,101,1,81,79,101,98,101,94,101,101,92,51,36,1,1,37,101,101,101,101,101,101,101,101,1,9,9,4,5,9,6,5,4,7,5,8,5,3,2,3541,41,94,121,119,27,160,73,11,55,24,200,15,114,7,5,3,5,8,11,8,3,9,7,4,8,8,10,13,40,8,6,5,21,6,11,9,29,13,17,14,4,6,4,7,4,8,14,14,4,7,35,9,13,30,7,6,10,5,23,12,5,8,6,13,6,13,9,7,16,5,4,22,9,3,4,8,3,13,6,11,34,92,1629,"06.12.2023 18:46",87,1,0,0.8
833,"06.12.2023 17:16",1,2,2,2,2,4,4,2,5,2,2,1,2,2,2,3,4,65,13,41,5,59,66,31,11,38,28,47,43,9,53,57,51,54,64,6,62,20,60,40,7,32,27,15,56,1,63,2,55,16,24,25,48,50,35,26,58,17,44,3,4,10,29,8,18,23,42,14,52,67,61,45,39,36,12,46,19,33,49,21,30,34,37,22,0,1,0,19,2,4,1,2,1,4,3,53,67,18,9,78,50,32,2,87,77,53,3,101,101,101,98,101,99,101,101,101,101,101,98,53,53,52,49,101,29,14,1,65,81,100,101,99,101,99,99,49,52,18,9,17,68,76,99,98,101,98,98,100,51,49,29,20,5,84,93,99,101,101,99,99,99,49,1,9,9,5,5,9,6,5,2,7,5,9,5,1,1,246,45,46,161,156,9,119,30,30,62,225,35,11,46,11,28,7,19,19,6,6,11,6,14,15,6,8,4,10,4,6,4,15,5,6,5,6,11,14,9,18,10,37,6,29,4,30,10,4,3,4,4,5,12,9,16,33,37,9,18,22,6,3,4,9,3,4,13,9,17,18,20,17,24,6,10,7,6,4,5,7,45,30,1637,"06.12.2023 17:50",87,1,0,0.77
